Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Heritage",July 2012,$465K,-0.3%,3.6%,28,7.7%,115.4%,17,-10.5%,6.3%,4,33.3%,-71.4%,22,1,-8,101.5%,-0.5%,-0.1%
"San Jose, CA - Heritage",August 2012,$465K,0%,-3.5%,14,-50%,40%,12,-29.4%,-33.3%,3,-25%,-82.4%,24,2,5,100.2%,-1.3%,-1.6%
"San Jose, CA - Heritage",September 2012,$470K,1.1%,-2.1%,13,-7.1%,18.2%,12,0%,-20%,2,-33.3%,-80%,10,-14,-12,100.7%,0.5%,-0.2%
"San Jose, CA - Heritage",October 2012,$487K,3.6%,5.1%,13,0%,8.3%,14,16.7%,-12.5%,3,50%,-76.9%,13,3,-4,101.4%,0.7%,2.7%
"San Jose, CA - Heritage",November 2012,$538K,10.5%,23.7%,15,15.4%,0%,15,7.1%,-11.8%,2,-33.3%,-87.5%,17,4,-5,101.3%,-0.1%,1.4%
"San Jose, CA - Heritage",December 2012,$569K,5.7%,32.8%,18,20%,50%,14,-6.7%,-39.1%,,,,16,-1,-24,101.5%,0.2%,2.3%
"San Jose, CA - Heritage",January 2013,$536K,-5.7%,27.6%,15,-16.7%,36.4%,12,-14.3%,-36.8%,2,,-84.6%,14,-2,-36,102.2%,0.7%,3.1%
"San Jose, CA - Heritage",February 2013,$562K,4.9%,38.6%,11,-26.7%,37.5%,12,0%,-25%,2,0%,-83.3%,11,-3,-30,103%,0.8%,5.9%
"San Jose, CA - Heritage",March 2013,$550K,-2.1%,24.4%,9,-18.2%,-18.2%,14,16.7%,-12.5%,3,50%,-57.1%,11,0,-8,105%,2%,6.9%
"San Jose, CA - Heritage",April 2013,$632K,14.8%,38.8%,10,11.1%,-23.1%,11,-21.4%,-38.9%,2,-33.3%,-33.3%,11,0,-8,108.5%,3.5%,9.5%
"San Jose, CA - Heritage",May 2013,$652K,3.2%,41.6%,10,0%,-63%,8,-27.3%,-63.6%,1,-50%,-66.7%,11,0,-7,107.5%,-1%,6%
"San Jose, CA - Heritage",June 2013,$685K,5.1%,46.8%,7,-30%,-73.1%,6,-25%,-68.4%,2,100%,-33.3%,11,0,-10,108.9%,1.4%,6.9%
"San Jose, CA - Heritage",July 2013,$685K,0%,47.3%,3,-57.1%,-89.3%,13,116.7%,-23.5%,8,300%,100%,27,16,6,102.8%,-6.1%,1.3%
"San Jose, CA - Heritage",August 2013,$675K,-1.5%,45.2%,5,66.7%,-64.3%,17,30.8%,41.7%,9,12.5%,200%,19,-8,-5,103.1%,0.3%,2.9%
"San Jose, CA - Heritage",September 2013,$659K,-2.4%,40.2%,9,80%,-30.8%,20,17.6%,66.7%,6,-33.3%,200%,24,5,14,101.7%,-1.4%,1%
"San Jose, CA - Heritage",October 2013,$655K,-0.6%,34.5%,16,77.8%,23.1%,17,-15%,21.4%,7,16.7%,133.3%,27,3,14,101.6%,-0.1%,0.3%
"San Jose, CA - Heritage",November 2013,$643K,-1.9%,19.4%,18,12.5%,20%,13,-23.5%,-13.3%,6,-14.3%,200%,34,7,17,101%,-0.6%,-0.3%
"San Jose, CA - Heritage",December 2013,$643K,0.1%,13.1%,15,-16.7%,-16.7%,9,-30.8%,-35.7%,2,-66.7%,,32,-2,16,100.6%,-0.4%,-0.9%
"San Jose, CA - Heritage",January 2014,$625K,-2.8%,16.6%,10,-33.3%,-33.3%,4,-55.6%,-66.7%,3,50%,50%,27,-6,13,100.2%,-0.4%,-2%
"San Jose, CA - Heritage",February 2014,$618K,-1.1%,10%,6,-40%,-45.5%,3,-25%,-75%,1,-66.7%,-50%,27,0,16,100.8%,0.6%,-2.3%
"San Jose, CA - Heritage",March 2014,$608K,-1.6%,10.5%,5,-16.7%,-44.4%,5,66.7%,-64.3%,3,200%,0%,21,-6,10,100.9%,0.1%,-4.1%
"San Jose, CA - Heritage",April 2014,$930K,53%,47.3%,2,-60%,-80%,9,80%,-18.2%,4,33.3%,100%,55,34,44,103.2%,2.3%,-5.3%
"San Jose, CA - Heritage",May 2014,$750K,-19.4%,15.1%,4,100%,-60%,15,66.7%,87.5%,4,0%,300%,13,-42,2,105.1%,1.9%,-2.4%
"San Jose, CA - Heritage",June 2014,$675K,-10%,-1.5%,10,150%,42.9%,17,13.3%,183.3%,5,25%,150%,13,0,2,104.8%,-0.3%,-4.1%
"San Jose, CA - Heritage",July 2014,$660K,-2.2%,-3.6%,15,50%,400%,17,0%,30.8%,6,20%,-25%,13,0,-14,104.6%,-0.2%,1.8%
"San Jose, CA - Heritage",August 2014,$665K,0.8%,-1.5%,18,20%,260%,12,-29.4%,-29.4%,2,-66.7%,-77.8%,12,-1,-7,104.1%,-0.5%,1%
"San Jose, CA - Heritage",September 2014,$718K,7.9%,8.9%,14,-22.2%,55.6%,10,-16.7%,-50%,3,50%,-50%,14,2,-11,102.6%,-1.5%,0.9%
"San Jose, CA - Heritage",October 2014,$720K,0.3%,9.9%,11,-21.4%,-31.3%,8,-20%,-52.9%,3,0%,-57.1%,14,1,-13,102%,-0.6%,0.3%
"San Jose, CA - Heritage",November 2014,$720K,0%,12.1%,7,-36.4%,-61.1%,6,-25%,-53.8%,3,0%,-50%,33,19,-1,100%,-2%,-1.1%
"San Jose, CA - Heritage",December 2014,$668K,-7.3%,3.8%,4,-42.9%,-73.3%,6,0%,-33.3%,3,0%,50%,26,-8,-7,100.8%,0.9%,0.2%
"San Jose, CA - Heritage",January 2015,$720K,7.9%,15.2%,5,25%,-50%,9,50%,125%,7,133.3%,133.3%,15,-11,-12,102.4%,1.5%,2.2%
"San Jose, CA - Heritage",February 2015,$710K,-1.4%,14.9%,5,0%,-16.7%,11,22.2%,266.7%,3,-57.1%,200%,8,-7,-19,103.7%,1.3%,2.9%
"San Jose, CA - Heritage",March 2015,$718K,1.1%,18%,10,100%,100%,13,18.2%,160%,5,66.7%,66.7%,10,2,-11,104.4%,0.7%,3.4%
"San Jose, CA - Heritage",April 2015,$715K,-0.3%,-23.1%,11,10%,450%,9,-30.8%,0%,,,,12,2,-43,103.3%,-1%,0.1%
"San Jose, CA - Heritage",May 2015,$725K,1.4%,-3.3%,13,18.2%,225%,11,22.2%,-26.7%,2,,-50%,11,-1,-2,105.5%,2.2%,0.4%
"San Jose, CA - Heritage",June 2015,$761K,4.9%,12.7%,10,-23.1%,0%,13,18.2%,-23.5%,7,250%,40%,9,-2,-4,105.8%,0.3%,1.1%
"San Jose, CA - Heritage",July 2015,$785K,3.2%,18.9%,11,10%,-26.7%,14,7.7%,-17.6%,4,-42.9%,-33.3%,8,-1,-5,107.1%,1.2%,2.4%
"San Jose, CA - Heritage",August 2015,$788K,0.3%,18.4%,10,-9.1%,-44.4%,15,7.1%,25%,5,25%,150%,8,0,-4,104.6%,-2.5%,0.5%
"San Jose, CA - Heritage",September 2015,$785K,-0.3%,9.4%,11,10%,-21.4%,10,-33.3%,0%,4,-20%,33.3%,10,2,-4,103.2%,-1.3%,0.6%
"San Jose, CA - Heritage",October 2015,$769K,-2%,6.8%,8,-27.3%,-27.3%,10,0%,25%,2,-50%,-33.3%,29,19,15,101.4%,-1.8%,-0.6%
"San Jose, CA - Heritage",November 2015,$729K,-5.2%,1.3%,6,-25%,-14.3%,9,-10%,50%,1,-50%,-66.7%,33,4,-1,100.1%,-1.3%,0.1%
"San Jose, CA - Heritage",December 2015,$781K,7.1%,16.9%,12,100%,200%,9,0%,50%,1,0%,-66.7%,28,-5,3,102.3%,2.2%,1.5%
"San Jose, CA - Heritage",January 2016,$830K,6.3%,15.3%,13,8.3%,160%,9,0%,0%,2,100%,-71.4%,13,-15,-2,103.1%,0.8%,0.7%
"San Jose, CA - Heritage",February 2016,$825K,-0.6%,16.2%,14,7.7%,180%,7,-22.2%,-36.4%,3,50%,0%,12,-1,4,103.5%,0.4%,-0.1%
"San Jose, CA - Heritage",March 2016,$830K,0.6%,15.7%,7,-50%,-30%,11,57.1%,-15.4%,5,66.7%,0%,13,1,3,106.1%,2.6%,1.8%
"San Jose, CA - Heritage",April 2016,$842K,1.4%,17.7%,8,14.3%,-27.3%,15,36.4%,66.7%,5,0%,,9,-4,-3,107%,0.9%,3.7%
"San Jose, CA - Heritage",May 2016,$853K,1.4%,17.7%,9,12.5%,-30.8%,14,-6.7%,27.3%,1,-80%,-50%,9,-1,-3,109%,2%,3.5%
"San Jose, CA - Heritage",June 2016,$885K,3.8%,16.3%,13,44.4%,30%,12,-14.3%,-7.7%,3,200%,-57.1%,14,5,5,105.4%,-3.6%,-0.4%
"San Jose, CA - Heritage",July 2016,$869K,-1.8%,10.7%,10,-23.1%,-9.1%,11,-8.3%,-21.4%,8,166.7%,100%,14,0,6,104.6%,-0.8%,-2.5%
"San Jose, CA - Heritage",August 2016,$861K,-1%,9.3%,10,0%,0%,14,27.3%,-6.7%,4,-50%,-20%,18,5,10,101.8%,-2.8%,-2.8%
"San Jose, CA - Heritage",September 2016,$898K,4.4%,14.4%,10,0%,-9.1%,16,14.3%,60%,6,50%,50%,16,-3,6,102%,0.2%,-1.3%
"San Jose, CA - Heritage",October 2016,$838K,-6.7%,8.9%,16,60%,100%,12,-25%,20%,3,-50%,50%,18,3,-11,102.2%,0.2%,0.8%
"San Jose, CA - Heritage",November 2016,$838K,0%,14.9%,14,-12.5%,133.3%,9,-25%,0%,3,0%,200%,21,3,-12,102.3%,0.1%,2.2%
"San Jose, CA - Heritage",December 2016,$803K,-4.2%,2.8%,10,-28.6%,-16.7%,6,-33.3%,-33.3%,3,0%,200%,31,10,3,102.3%,0.1%,0%
"San Jose, CA - Hidden Glen North",January 2012,$517K,1.3%,-4.4%,8,14.3%,0%,6,-14.3%,0%,4,-20%,-33.3%,69,0,-19,99.1%,-1.3%,-2.1%
"San Jose, CA - Hidden Glen North",February 2012,$523K,1.3%,-3.1%,5,-37.5%,25%,7,16.7%,-12.5%,7,75%,0%,16,-53,-72,98%,-1.1%,-2.6%
"San Jose, CA - Hidden Glen North",March 2012,$511K,-2.4%,-5.5%,6,20%,100%,8,14.3%,14.3%,5,-28.6%,-16.7%,23,7,-54,99%,1%,-1.6%
"San Jose, CA - Hidden Glen North",April 2012,$508K,-0.6%,-6%,8,33.3%,700%,11,37.5%,-8.3%,6,20%,-45.5%,28,5,17,98.1%,-0.9%,-0.9%
"San Jose, CA - Hidden Glen North",May 2012,$544K,7.1%,4.5%,10,25%,233.3%,10,-9.1%,-28.6%,4,-33.3%,-63.6%,28,0,13,98.6%,0.5%,1.7%
"San Jose, CA - Hidden Glen North",June 2012,$581K,6.9%,38.3%,11,10%,266.7%,13,30%,-18.8%,6,50%,-33.3%,21,-8,-22,99%,0.3%,2.8%
"San Jose, CA - Hidden Glen North",July 2012,$581K,0%,11%,9,-18.2%,-10%,10,-23.1%,-9.1%,3,-50%,-62.5%,20,-1,-51,97.5%,-1.5%,1.5%
"San Jose, CA - Hidden Glen North",August 2012,$510K,-12.2%,-3.2%,10,11.1%,-9.1%,8,-20%,-27.3%,1,-66.7%,-85.7%,21,1,-60,96.9%,-0.6%,-0.1%
"San Jose, CA - Hidden Glen North",September 2012,$454K,-11.1%,-13.9%,8,-20%,-46.7%,4,-50%,-66.7%,,,,18,-3,-53,96.1%,-0.8%,-1.4%
"San Jose, CA - Hidden Glen North",October 2012,$520K,14.7%,4%,7,-12.5%,-22.2%,4,0%,-63.6%,1,,-87.5%,15,-3,-29,100.1%,4%,0.6%
"San Jose, CA - Hidden Glen North",November 2012,$520K,0%,8.8%,3,-57.1%,-70%,5,25%,-44.4%,,,,15,0,-48,102.8%,2.7%,3%
"San Jose, CA - Hidden Glen North",December 2012,$519K,-0.2%,1.8%,2,-33.3%,-71.4%,5,0%,-28.6%,1,,-80%,19,4,-50,104%,1.1%,3.6%
"San Jose, CA - Hidden Glen North",January 2013,$599K,15.3%,15.9%,4,100%,-50%,5,0%,-16.7%,1,0%,-75%,12,-7,-57,105.1%,1.2%,6%
"San Jose, CA - Hidden Glen North",February 2013,$599K,0%,14.4%,6,50%,20%,6,20%,-14.3%,3,200%,-57.1%,15,3,-2,101.2%,-3.9%,3.2%
"San Jose, CA - Hidden Glen North",March 2013,$622K,3.9%,21.8%,5,-16.7%,-16.7%,8,33.3%,0%,2,-33.3%,-60%,14,-1,-9,101.1%,-0.1%,2.1%
"San Jose, CA - Hidden Glen North",April 2013,$586K,-5.8%,15.5%,5,0%,-37.5%,10,25%,-9.1%,4,100%,-33.3%,15,1,-13,100.2%,-1%,2%
"San Jose, CA - Hidden Glen North",May 2013,$670K,14.3%,23.3%,7,40%,-30%,10,0%,0%,1,-75%,-75%,26,11,-2,102.2%,2.1%,3.6%
"San Jose, CA - Hidden Glen North",June 2013,$720K,7.5%,23.9%,9,28.6%,-18.2%,9,-10%,-30.8%,1,0%,-83.3%,21,-5,1,102.9%,0.7%,3.9%
"San Jose, CA - Hidden Glen North",July 2013,$720K,0%,23.9%,9,0%,0%,6,-33.3%,-40%,2,100%,-33.3%,21,0,1,101.2%,-1.7%,3.7%
"San Jose, CA - Hidden Glen North",August 2013,$680K,-5.6%,33.3%,7,-22.2%,-30%,8,33.3%,0%,4,100%,300%,10,-11,-11,101.3%,0.1%,4.4%
"San Jose, CA - Hidden Glen North",September 2013,$675K,-0.7%,48.8%,6,-14.3%,-25%,9,12.5%,125%,5,25%,,11,1,-7,99.9%,-1.4%,3.8%
"San Jose, CA - Hidden Glen North",October 2013,$650K,-3.7%,25%,5,-16.7%,-28.6%,9,0%,125%,2,-60%,100%,14,4,-1,99.5%,-0.5%,-0.6%
"San Jose, CA - Hidden Glen North",November 2013,$678K,4.2%,30.3%,4,-20%,33.3%,5,-44.4%,0%,,,,40,26,25,99%,-0.4%,-3.8%
"San Jose, CA - Hidden Glen North",December 2013,$655K,-3.3%,26.2%,7,75%,250%,2,-60%,-60%,,,,42,2,23,99.4%,0.4%,-4.6%
"San Jose, CA - Hidden Glen North",January 2014,$655K,0%,9.4%,5,-28.6%,25%,2,0%,-60%,1,,0%,42,0,30,99.8%,0.4%,-5.3%
"San Jose, CA - Hidden Glen North",February 2014,$698K,6.5%,16.5%,4,-20%,-33.3%,2,0%,-66.7%,1,0%,-66.7%,32,-10,18,100.1%,0.3%,-1.1%
"San Jose, CA - Hidden Glen North",March 2014,$730K,4.7%,17.4%,1,-75%,-80%,4,100%,-50%,2,100%,0%,18,-14,4,105.1%,5%,3.9%
"San Jose, CA - Hidden Glen North",April 2014,$730K,0%,24.6%,1,0%,-80%,7,75%,-30%,4,100%,0%,18,0,3,105.1%,0%,4.9%
"San Jose, CA - Hidden Glen North",May 2014,$730K,0%,9%,3,200%,-57.1%,9,28.6%,-10%,5,25%,400%,18,0,-8,101.8%,-3.2%,-0.4%
"San Jose, CA - Hidden Glen North",June 2014,$680K,-6.8%,-5.6%,5,66.7%,-44.4%,10,11.1%,11.1%,3,-40%,200%,15,-3,-6,101.1%,-0.7%,-1.8%
"San Jose, CA - Hidden Glen North",July 2014,$680K,0%,-5.6%,7,40%,-22.2%,12,20%,100%,8,166.7%,300%,15,0,-6,103.3%,2.2%,2.1%
"San Jose, CA - Hidden Glen North",August 2014,$680K,0%,0%,9,28.6%,28.6%,14,16.7%,75%,9,12.5%,125%,15,0,5,102.1%,-1.2%,0.8%
"San Jose, CA - Hidden Glen North",September 2014,$660K,-2.9%,-2.2%,7,-22.2%,16.7%,13,-7.1%,44.4%,9,0%,80%,13,-2,3,101.8%,-0.3%,1.9%
"San Jose, CA - Hidden Glen North",October 2014,$750K,13.6%,15.4%,7,0%,40%,11,-15.4%,22.2%,10,11.1%,400%,13,0,-1,100%,-1.8%,0.6%
"San Jose, CA - Hidden Glen North",November 2014,$778K,3.7%,14.8%,4,-42.9%,0%,7,-36.4%,40%,8,-20%,,15,2,-25,100.5%,0.5%,1.5%
"San Jose, CA - Hidden Glen North",December 2014,$778K,0%,18.7%,6,50%,-14.3%,7,0%,250%,6,-25%,,68,53,26,98.2%,-2.3%,-1.2%
"San Jose, CA - Hidden Glen North",January 2015,$773K,-0.6%,17.9%,6,0%,20%,5,-28.6%,150%,6,0%,500%,119,51,77,96.5%,-1.6%,-3.3%
"San Jose, CA - Hidden Glen North",February 2015,$740K,-4.2%,6.1%,7,16.7%,75%,5,0%,150%,4,-33.3%,300%,116,-3,84,98.1%,1.5%,-2%
"San Jose, CA - Hidden Glen North",March 2015,$808K,9.2%,10.7%,6,-14.3%,500%,6,20%,50%,5,25%,150%,47,-70,29,100.2%,2.1%,-4.9%
"San Jose, CA - Hidden Glen North",April 2015,$818K,1.2%,12.1%,6,0%,500%,5,-16.7%,-28.6%,3,-40%,-25%,24,-23,6,102.8%,2.6%,-2.3%
"San Jose, CA - Hidden Glen North",May 2015,$835K,2.1%,14.4%,7,16.7%,133.3%,10,100%,11.1%,6,100%,20%,48,24,30,103.7%,0.9%,1.9%
"San Jose, CA - Hidden Glen North",June 2015,$820K,-1.8%,20.6%,7,0%,40%,11,10%,10%,8,33.3%,166.7%,20,-28,5,104.5%,0.8%,3.4%
"San Jose, CA - Hidden Glen North",July 2015,$820K,0%,20.6%,7,0%,0%,11,0%,-8.3%,7,-12.5%,-12.5%,16,-4,1,103.8%,-0.7%,0.5%
"San Jose, CA - Hidden Glen North",August 2015,$780K,-4.9%,14.7%,7,0%,-22.2%,8,-27.3%,-42.9%,5,-28.6%,-44.4%,16,0,1,102.1%,-1.7%,0%
"San Jose, CA - Hidden Glen North",September 2015,$780K,0%,18.2%,7,0%,0%,8,0%,-38.5%,9,80%,0%,23,7,10,101.1%,-1%,-0.7%
"San Jose, CA - Hidden Glen North",October 2015,$776K,-0.6%,3.4%,6,-14.3%,-14.3%,8,0%,-27.3%,9,0%,-10%,70,47,57,100.5%,-0.6%,0.5%
"San Jose, CA - Hidden Glen North",November 2015,$753K,-2.9%,-3.2%,4,-33.3%,0%,5,-37.5%,-28.6%,4,-55.6%,-50%,105,36,90,99.3%,-1.2%,-1.2%
"San Jose, CA - Hidden Glen North",December 2015,$730K,-3.1%,-6.1%,5,25%,-16.7%,2,-60%,-71.4%,3,-25%,-50%,80,-25,12,95.8%,-3.5%,-2.4%
"San Jose, CA - Hidden Glen North",January 2016,$730K,0%,-5.5%,5,0%,-16.7%,2,0%,-60%,3,0%,-50%,80,0,-39,94.8%,-1.1%,-1.8%
"San Jose, CA - Hidden Glen North",February 2016,$733K,0.3%,-1%,4,-20%,-42.9%,3,50%,-40%,3,0%,-25%,87,7,-29,94.3%,-0.5%,-3.8%
"San Jose, CA - Hidden Glen North",March 2016,$889K,21.3%,10%,3,-25%,-50%,7,133.3%,16.7%,4,33.3%,-20%,81,-6,35,98.4%,4.1%,-1.8%
"San Jose, CA - Hidden Glen North",April 2016,$904K,1.7%,10.5%,4,33.3%,-33.3%,8,14.3%,60%,1,-75%,-66.7%,27,-54,3,100.3%,1.9%,-2.5%
"San Jose, CA - Hidden Glen North",May 2016,$887K,-1.9%,6.2%,8,100%,14.3%,9,12.5%,-10%,1,0%,-83.3%,17,-11,-32,101%,0.7%,-2.7%
"San Jose, CA - Hidden Glen North",June 2016,$880K,-0.8%,7.3%,10,25%,42.9%,8,-11.1%,-27.3%,5,400%,-37.5%,12,-5,-8,102.1%,1.1%,-2.4%
"San Jose, CA - Hidden Glen North",July 2016,$882K,0.2%,7.6%,9,-10%,28.6%,8,0%,-27.3%,6,20%,-14.3%,12,0,-4,102.2%,0%,-1.6%
"San Jose, CA - Hidden Glen North",August 2016,$879K,-0.4%,12.6%,8,-11.1%,14.3%,7,-12.5%,-12.5%,1,-83.3%,-80%,51,39,35,102.5%,0.3%,0.4%
"San Jose, CA - Hidden Glen North",September 2016,$835K,-5%,7.1%,6,-25%,-14.3%,3,-57.1%,-62.5%,,,,51,1,28,101.6%,-0.9%,0.5%
"San Jose, CA - Hidden Glen North",October 2016,$800K,-4.2%,3.2%,7,16.7%,16.7%,1,-66.7%,-87.5%,,,,57,6,-13,99.6%,-2%,-0.9%
"San Jose, CA - Hidden Glen North",November 2016,$770K,-3.7%,2.3%,4,-42.9%,0%,,,,,,,47,-10,-58,97.5%,-2%,-1.7%
"San Jose, CA - Hidden Glen North",December 2016,$755K,-2%,3.4%,2,-50%,-60%,1,,-50%,1,,-66.7%,34,-14,-47,94%,-3.5%,-1.8%
"San Jose, CA - Hillsdale",January 2012,$312K,-2.5%,-4%,5,0%,0%,6,50%,-40%,2,100%,-75%,13,-31,3,98.5%,-2.4%,-0.3%
"San Jose, CA - Hillsdale",February 2012,$295K,-5.5%,-9.3%,6,20%,-14.3%,7,16.7%,-36.4%,4,100%,-42.9%,29,16,19,98.8%,0.2%,-1.5%
"San Jose, CA - Hillsdale",March 2012,$275K,-6.8%,-14.1%,6,0%,-14.3%,8,14.3%,-27.3%,4,0%,-33.3%,24,-5,9,97.2%,-1.6%,-5.8%
"San Jose, CA - Hillsdale",April 2012,$260K,-5.4%,-16.9%,5,-16.7%,-50%,6,-25%,-53.8%,3,-25%,-62.5%,24,0,9,97.8%,0.6%,-4%
"San Jose, CA - Hillsdale",May 2012,$280K,7.7%,-11.3%,6,20%,-25%,9,50%,-18.2%,3,0%,-40%,12,-12,-18,100.6%,2.8%,0.2%
"San Jose, CA - Hillsdale",June 2012,$323K,15.2%,1.4%,10,66.7%,11.1%,9,0%,-10%,2,-33.3%,-60%,12,0,1,103.8%,3.2%,2.8%
"San Jose, CA - Hillsdale",July 2012,$330K,2.3%,-0.5%,9,-10%,50%,8,-11.1%,-11.1%,2,0%,-60%,12,0,-2,105.1%,1.3%,3.2%
"San Jose, CA - Hillsdale",August 2012,$338K,2.4%,6.3%,8,-11.1%,14.3%,8,0%,14.3%,3,50%,-40%,9,-3,4,104.6%,-0.5%,3.5%
"San Jose, CA - Hillsdale",September 2012,$365K,8%,3.1%,4,-50%,-33.3%,8,0%,-11.1%,5,66.7%,-16.7%,7,-3,0,104.7%,0.1%,6%
"San Jose, CA - Hillsdale",October 2012,$338K,-7.5%,-4.4%,4,0%,-55.6%,9,12.5%,28.6%,4,-20%,-20%,5,-2,-7,104%,-0.7%,4.8%
"San Jose, CA - Hillsdale",November 2012,$410K,21.5%,17.1%,7,75%,0%,7,-22.2%,0%,3,-25%,-25%,12,7,0,102.7%,-1.3%,3.2%
"San Jose, CA - Hillsdale",December 2012,$405K,-1.2%,26.6%,7,0%,40%,7,0%,75%,4,33.3%,300%,36,24,-8,101.3%,-1.3%,0.4%
"San Jose, CA - Hillsdale",January 2013,$395K,-2.5%,26.6%,8,14.3%,60%,6,-14.3%,0%,2,-50%,0%,24,-12,11,101.8%,0.4%,3.2%
"San Jose, CA - Hillsdale",February 2013,$395K,0%,34%,4,-50%,-33.3%,4,-33.3%,-42.9%,2,0%,-50%,19,-6,-10,101.5%,-0.3%,2.7%
"San Jose, CA - Hillsdale",March 2013,$410K,3.8%,49.2%,6,50%,0%,6,50%,-25%,3,50%,-25%,23,5,-1,101.8%,0.3%,4.6%
"San Jose, CA - Hillsdale",April 2013,$424K,3.4%,63.1%,6,0%,20%,5,-16.7%,-16.7%,2,-33.3%,-33.3%,23,0,-1,102.3%,0.5%,4.5%
"San Jose, CA - Hillsdale",May 2013,$436K,2.7%,55.5%,6,0%,0%,5,0%,-44.4%,2,0%,-33.3%,14,-10,2,104.3%,2%,3.6%
"San Jose, CA - Hillsdale",June 2013,$460K,5.6%,42.6%,5,-16.7%,-50%,3,-40%,-66.7%,3,50%,50%,9,-5,-3,103.6%,-0.7%,-0.2%
"San Jose, CA - Hillsdale",July 2013,$490K,6.5%,48.5%,3,-40%,-66.7%,4,33.3%,-50%,3,0%,50%,31,22,19,103.3%,-0.3%,-1.8%
"San Jose, CA - Hillsdale",August 2013,$467K,-4.8%,38%,4,33.3%,-50%,3,-25%,-62.5%,1,-66.7%,-66.7%,29,-2,20,100.1%,-3.2%,-4.5%
"San Jose, CA - Hillsdale",September 2013,$476K,2%,30.4%,3,-25%,-25%,1,-66.7%,-87.5%,1,0%,-80%,27,-2,21,99.8%,-0.3%,-4.9%
"San Jose, CA - Hillsdale",October 2013,$476K,0%,41%,3,0%,-25%,,,,1,0%,-75%,27,0,22,99.8%,0%,-4.2%
"San Jose, CA - Hillsdale",November 2013,$875K,83.8%,113.4%,1,-66.7%,-85.7%,1,,-85.7%,2,100%,-33.3%,46,19,34,97.2%,-2.6%,-5.5%
"San Jose, CA - Hillsdale",January 2014,$418K,,5.7%,2,,-75%,3,,-50%,,,,167,,143,93.7%,,-8%
"San Jose, CA - Hillsdale",February 2014,$415K,-0.6%,5.1%,4,100%,0%,2,-33.3%,-50%,,,,14,-154,-5,96.5%,2.8%,-5%
"San Jose, CA - Hillsdale",March 2014,$415K,0%,1.2%,4,0%,-33.3%,4,100%,-33.3%,1,,-66.7%,14,0,-10,96.5%,0%,-5.3%
"San Jose, CA - Hillsdale",April 2014,$455K,9.6%,7.3%,3,-25%,-50%,5,25%,0%,2,100%,0%,16,3,-7,99.5%,3%,-2.8%
"San Jose, CA - Hillsdale",May 2014,$510K,12.1%,17.1%,3,0%,-50%,5,0%,0%,1,-50%,-50%,12,-4,-2,104.5%,5%,0.2%
"San Jose, CA - Hillsdale",June 2014,$510K,0%,10.9%,3,0%,-40%,3,-40%,0%,1,0%,-66.7%,12,0,3,104.5%,0%,0.9%
"San Jose, CA - Hillsdale",July 2014,$507K,-0.7%,3.4%,2,-33.3%,-33.3%,1,-66.7%,-75%,1,0%,-66.7%,9,-4,-23,106.8%,2.3%,3.5%
"San Jose, CA - Hillsdale",August 2014,$520K,2.7%,11.5%,1,-50%,-75%,3,200%,0%,3,200%,200%,9,1,-20,104%,-2.8%,3.9%
"San Jose, CA - Hillsdale",September 2014,$530K,1.9%,11.3%,2,100%,-33.3%,3,0%,200%,1,-66.7%,0%,17,8,-10,101.1%,-2.9%,1.3%
"San Jose, CA - Hillsdale",October 2014,$520K,-1.9%,9.2%,3,50%,0%,4,33.3%,,3,200%,200%,9,-8,-18,100.9%,-0.2%,1.1%
"San Jose, CA - Hillsdale",November 2014,$540K,3.8%,-38.3%,3,0%,200%,3,-25%,200%,4,33.3%,100%,25,16,-21,97.6%,-3.3%,0.4%
"San Jose, CA - Hillsdale",December 2014,$520K,-3.7%,,3,0%,,3,0%,,2,-50%,,109,84,,94.7%,-2.9%,
"San Jose, CA - Hillsdale",January 2015,$500K,-3.8%,19.8%,3,0%,50%,1,-66.7%,-66.7%,2,0%,,109,0,-58,91.3%,-3.3%,-2.4%
"San Jose, CA - Hillsdale",February 2015,$500K,0%,20.5%,3,0%,-25%,,,,1,-50%,,109,0,96,93.5%,2.1%,-3%
"San Jose, CA - Hillsdale",March 2015,$478K,-4.5%,15.1%,2,-33.3%,-50%,2,,-50%,1,0%,0%,72,-38,58,95.5%,2%,-1%
"San Jose, CA - Hillsdale",April 2015,$543K,13.7%,19.3%,3,50%,0%,3,50%,-40%,1,0%,-50%,24,-48,8,100.9%,5.5%,1.4%
"San Jose, CA - Hillsdale",May 2015,$540K,-0.6%,5.9%,3,0%,0%,5,66.7%,0%,1,0%,0%,13,-11,1,100.8%,-0.1%,-3.7%
"San Jose, CA - Hillsdale",June 2015,$542K,0.3%,6.2%,4,33.3%,33.3%,4,-20%,33.3%,1,0%,0%,24,11,12,100.5%,-0.3%,-4%
"San Jose, CA - Hillsdale",July 2015,$550K,1.6%,8.6%,4,0%,100%,5,25%,400%,2,100%,100%,20,-4,12,102.8%,2.2%,-4%
