Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Joaquin Miller",April 2014,"$1,159K",0%,-24%,1,0%,-66.7%,1,0%,-66.7%,,,,8,0,-1,105.3%,0%,-11%
"San Jose, CA - Joaquin Miller",May 2014,"$1,450K",25.2%,-12.7%,1,0%,-50%,2,100%,-33.3%,,,,8,0,-1,104.5%,-0.9%,-12%
"San Jose, CA - Joaquin Miller",June 2014,"$1,525K",5.2%,-2.9%,2,100%,-33.3%,2,0%,-33.3%,,,,10,2,2,105.6%,1.2%,-10.4%
"San Jose, CA - Joaquin Miller",July 2014,"$1,525K",0%,-0.5%,2,0%,0%,3,50%,50%,1,,,10,0,2,105.6%,0%,-8%
"San Jose, CA - Joaquin Miller",August 2014,"$1,630K",6.9%,12.4%,3,50%,0%,4,33.3%,100%,1,0%,,8,-2,0,112.5%,6.8%,2.4%
"San Jose, CA - Joaquin Miller",September 2014,"$1,633K",0.2%,25.6%,3,0%,50%,6,50%,200%,3,200%,,8,0,-2,110.9%,-1.6%,3.4%
"San Jose, CA - Joaquin Miller",October 2014,"$1,632K",-0.1%,25.5%,6,100%,200%,7,16.7%,,1,-66.7%,,8,0,-2,110.3%,-0.6%,2.8%
"San Jose, CA - Joaquin Miller",November 2014,"$1,633K",0.1%,,7,16.7%,,7,0%,,,,,12,4,,109.4%,-0.9%,
"San Jose, CA - Joaquin Miller",December 2014,"$1,600K",-2%,,8,14.3%,,5,-28.6%,,,,,8,-4,,112.4%,3.1%,
"San Jose, CA - Joaquin Miller",January 2015,"$1,600K",0%,,5,-37.5%,,2,-60%,,,,,8,0,,114.1%,1.6%,
"San Jose, CA - Joaquin Miller",February 2015,"$1,505K",-5.9%,29.9%,2,-60%,100%,,,,,,,7,-2,-2,118%,4%,12.7%
"San Jose, CA - Joaquin Miller",April 2015,"$1,835K",,58.4%,2,,100%,5,,400%,1,,,8,,-1,109.9%,,4.5%
"San Jose, CA - Joaquin Miller",May 2015,"$1,850K",0.8%,27.6%,5,150%,400%,6,20%,200%,,,,8,1,0,112.9%,3%,8.4%
"San Jose, CA - Joaquin Miller",June 2015,"$1,853K",0.1%,21.5%,6,20%,200%,3,-50%,50%,,,,8,-1,-2,113.4%,0.5%,7.8%
"San Jose, CA - Joaquin Miller",July 2015,"$1,853K",0%,21.5%,4,-33.3%,100%,2,-33.3%,-33.3%,1,,0%,8,1,-2,115.2%,1.8%,9.5%
"San Jose, CA - Joaquin Miller",August 2015,"$1,910K",3.1%,17.2%,1,-75%,-66.7%,4,100%,0%,3,200%,200%,7,-1,-1,115.8%,0.7%,3.4%
"San Jose, CA - Joaquin Miller",September 2015,"$1,713K",-10.3%,4.9%,2,100%,-33.3%,5,25%,-16.7%,1,-66.7%,-66.7%,34,27,26,103.4%,-12.4%,-7.5%
"San Jose, CA - Joaquin Miller",October 2015,"$1,785K",4.2%,9.4%,3,50%,-50%,7,40%,0%,1,0%,0%,31,-3,23,105%,1.6%,-5.3%
"San Jose, CA - Joaquin Miller",November 2015,"$1,755K",-1.7%,7.5%,4,33.3%,-42.9%,4,-42.9%,-42.9%,,,,33,2,21,104.9%,-0.1%,-4.4%
"San Jose, CA - Joaquin Miller",December 2015,"$1,793K",2.1%,12%,4,0%,-50%,3,-25%,-40%,,,,14,-19,6,104.3%,-0.6%,-8.1%
"San Jose, CA - Joaquin Miller",January 2016,"$1,800K",0.4%,12.5%,3,-25%,-40%,1,-66.7%,-50%,,,,14,1,6,103%,-1.3%,-11.1%
"San Jose, CA - Joaquin Miller",February 2016,"$1,800K",0%,19.6%,3,0%,50%,1,0%,,,,,10,-4,4,103.9%,0.8%,-14.2%
"San Jose, CA - Joaquin Miller",March 2016,"$1,795K",-0.3%,,1,-66.7%,,2,100%,,1,,,10,0,,107.2%,3.3%,
"San Jose, CA - Joaquin Miller",April 2016,"$1,795K",0%,-2.2%,1,0%,-50%,4,100%,-20%,2,100%,100%,10,0,3,107.2%,0%,-2.7%
"San Jose, CA - Joaquin Miller",May 2016,"$1,715K",-4.5%,-7.3%,2,100%,-60%,5,25%,-16.7%,1,-50%,,32,22,24,101.8%,-5.4%,-11.1%
"San Jose, CA - Joaquin Miller",June 2016,"$1,715K",0%,-7.4%,2,0%,-66.7%,7,40%,133.3%,2,100%,,32,0,24,101.8%,0%,-11.6%
"San Jose, CA - Joaquin Miller",July 2016,"$1,825K",6.4%,-1.5%,5,150%,25%,6,-14.3%,200%,3,50%,200%,9,-23,1,104%,2.2%,-11.1%
"San Jose, CA - Joaquin Miller",August 2016,"$1,825K",0%,-4.5%,3,-40%,200%,6,0%,50%,2,-33.3%,-33.3%,9,0,2,105.5%,1.5%,-10.3%
"San Jose, CA - Joaquin Miller",September 2016,"$1,757K",-3.8%,2.6%,6,100%,200%,5,-16.7%,0%,2,0%,100%,14,5,-20,103.5%,-2%,0.1%
"San Jose, CA - Joaquin Miller",October 2016,"$1,688K",-3.9%,-5.4%,5,-16.7%,66.7%,3,-40%,-57.1%,1,-50%,0%,19,5,-12,100.3%,-3.2%,-4.7%
"San Jose, CA - Joaquin Miller",November 2016,"$1,682K",-0.4%,-4.2%,6,20%,50%,2,-33.3%,-50%,,,,28,9,-5,100.6%,0.3%,-4.3%
"San Jose, CA - Joaquin Miller",December 2016,"$1,600K",-4.8%,-10.7%,3,-50%,-25%,,,,,,,36,9,23,99.8%,-0.9%,-4.6%
"San Jose, CA - King & Story",January 2012,$277K,-3%,4.7%,32,0%,52.4%,27,-3.6%,28.6%,11,37.5%,-50%,19,-2,-11,100.5%,-0.5%,-0.2%
"San Jose, CA - King & Story",February 2012,$285K,3.1%,9.2%,33,3.1%,83.3%,23,-14.8%,-23.3%,11,0%,-57.7%,19,0,-11,102.4%,1.9%,0.7%
"San Jose, CA - King & Story",March 2012,$280K,-1.8%,7.7%,26,-21.2%,23.8%,32,39.1%,-20%,13,18.2%,-50%,30,12,11,103.3%,0.9%,0.4%
"San Jose, CA - King & Story",April 2012,$290K,3.6%,5.5%,23,-11.5%,4.5%,28,-12.5%,-40.4%,8,-38.5%,-68%,12,-18,-7,103%,-0.3%,0.8%
"San Jose, CA - King & Story",May 2012,$295K,1.7%,6.3%,20,-13%,-37.5%,25,-10.7%,-43.2%,10,25%,-61.5%,13,1,-9,100.8%,-2.2%,-0.1%
"San Jose, CA - King & Story",June 2012,$307K,4.1%,11.6%,22,10%,-29%,18,-28%,-52.6%,11,10%,-59.3%,20,7,1,101.9%,1.1%,2.6%
"San Jose, CA - King & Story",July 2012,$305K,-0.7%,13.4%,19,-13.6%,-42.4%,21,16.7%,-32.3%,10,-9.1%,-60%,26,6,-3,100.7%,-1.2%,1.6%
"San Jose, CA - King & Story",August 2012,$308K,0.8%,14.3%,18,-5.3%,-37.9%,23,9.5%,-14.8%,9,-10%,-52.6%,26,-1,-6,102.4%,1.7%,3.3%
"San Jose, CA - King & Story",September 2012,$315K,2.4%,17.5%,20,11.1%,-23.1%,23,0%,-23.3%,9,0%,-50%,18,-8,-19,102.3%,-0.1%,2.5%
"San Jose, CA - King & Story",October 2012,$328K,4%,17%,24,20%,-11.1%,21,-8.7%,-30%,7,-22.2%,-58.8%,19,1,-4,103.8%,1.5%,2.4%
"San Jose, CA - King & Story",November 2012,$335K,2.1%,26.2%,24,0%,-11.1%,20,-4.8%,-41.2%,4,-42.9%,-80%,19,0,-6,104%,0.2%,2.9%
"San Jose, CA - King & Story",December 2012,$358K,6.9%,25.4%,22,-8.3%,-31.3%,15,-25%,-46.4%,2,-50%,-75%,12,-7,-8,104.5%,0.5%,3.5%
"San Jose, CA - King & Story",January 2013,$354K,-1%,28%,18,-18.2%,-43.8%,13,-13.3%,-51.9%,3,50%,-72.7%,12,0,-7,104.4%,-0.1%,3.9%
"San Jose, CA - King & Story",February 2013,$360K,1.7%,26.3%,18,0%,-45.5%,10,-23.1%,-56.5%,2,-33.3%,-81.8%,12,0,-7,102.5%,-1.9%,0.1%
"San Jose, CA - King & Story",March 2013,$360K,0%,28.6%,15,-16.7%,-42.3%,17,70%,-46.9%,4,100%,-69.2%,11,-2,-20,102.3%,-0.3%,-1%
"San Jose, CA - King & Story",April 2013,$383K,6.3%,31.9%,16,6.7%,-30.4%,20,17.6%,-28.6%,7,75%,-12.5%,8,-3,-4,103.9%,1.7%,0.9%
"San Jose, CA - King & Story",May 2013,$400K,4.6%,35.6%,13,-18.8%,-35%,18,-10%,-28%,5,-28.6%,-50%,7,-1,-6,105.1%,1.2%,4.3%
"San Jose, CA - King & Story",June 2013,$400K,0%,30.3%,12,-7.7%,-45.5%,13,-27.8%,-27.8%,7,40%,-36.4%,10,3,-11,105%,-0.1%,3.1%
"San Jose, CA - King & Story",July 2013,$421K,5.1%,37.9%,10,-16.7%,-47.4%,15,15.4%,-28.6%,7,0%,-30%,19,10,-7,106%,0.9%,5.3%
"San Jose, CA - King & Story",August 2013,$422K,0.3%,37.2%,10,0%,-44.4%,22,46.7%,-4.3%,8,14.3%,-11.1%,20,1,-6,105.5%,-0.4%,3.1%
"San Jose, CA - King & Story",September 2013,$400K,-5.2%,27%,13,30%,-35%,22,0%,-4.3%,9,12.5%,0%,25,5,7,102.2%,-3.3%,-0.1%
"San Jose, CA - King & Story",October 2013,$412K,3%,25.8%,16,23.1%,-33.3%,16,-27.3%,-23.8%,3,-66.7%,-57.1%,25,0,6,102.9%,0.7%,-0.9%
"San Jose, CA - King & Story",November 2013,$404K,-1.9%,20.8%,18,12.5%,-25%,13,-18.8%,-35%,3,0%,-25%,27,2,8,102%,-0.9%,-2%
"San Jose, CA - King & Story",December 2013,$420K,3.8%,17.3%,16,-11.1%,-27.3%,10,-23.1%,-33.3%,3,0%,50%,21,-7,9,103.1%,1%,-1.4%
"San Jose, CA - King & Story",January 2014,$425K,1.3%,20.1%,13,-18.8%,-27.8%,11,10%,-15.4%,4,33.3%,33.3%,25,5,13,101.3%,-1.8%,-3.1%
"San Jose, CA - King & Story",February 2014,$440K,3.5%,22.2%,8,-38.5%,-55.6%,7,-36.4%,-30%,4,0%,100%,18,-7,6,102.9%,1.5%,0.4%
"San Jose, CA - King & Story",March 2014,$430K,-2.3%,19.4%,4,-50%,-73.3%,9,28.6%,-47.1%,6,50%,50%,19,1,8,104.4%,1.5%,2.1%
"San Jose, CA - King & Story",April 2014,$361K,-16%,-5.6%,2,-50%,-87.5%,10,11.1%,-50%,8,33.3%,14.3%,60,42,52,86.2%,-18.2%,-17.7%
"San Jose, CA - King & Story",May 2014,$405K,12.2%,1.3%,5,150%,-61.5%,11,10%,-38.9%,6,-25%,20%,49,-11,42,96.1%,9.9%,-9%
"San Jose, CA - King & Story",June 2014,$405K,0%,1.3%,7,40%,-41.7%,10,-9.1%,-23.1%,8,33.3%,14.3%,30,-20,20,97.9%,1.8%,-7.1%
"San Jose, CA - King & Story",July 2014,$425K,4.9%,1.1%,6,-14.3%,-40%,11,10%,-26.7%,12,50%,71.4%,16,-14,-3,102.4%,4.5%,-3.6%
"San Jose, CA - King & Story",August 2014,$455K,6.9%,7.8%,8,33.3%,-20%,15,36.4%,-31.8%,14,16.7%,75%,21,5,1,100.8%,-1.6%,-4.7%
"San Jose, CA - King & Story",September 2014,$452K,-0.4%,13.1%,8,0%,-38.5%,13,-13.3%,-40.9%,13,-7.1%,44.4%,33,12,8,99%,-1.8%,-3.2%
"San Jose, CA - King & Story",October 2014,$457K,1%,10.9%,8,0%,-50%,13,0%,-18.8%,12,-7.7%,300%,33,0,8,98.9%,-0.1%,-4%
"San Jose, CA - King & Story",November 2014,$462K,1.2%,14.5%,6,-25%,-66.7%,8,-38.5%,-38.5%,10,-16.7%,233.3%,33,0,6,99.6%,0.7%,-2.4%
"San Jose, CA - King & Story",December 2014,$473K,2.2%,12.6%,8,33.3%,-50%,9,12.5%,-10%,8,-20%,166.7%,23,-10,2,100.9%,1.3%,-2.2%
"San Jose, CA - King & Story",January 2015,$460K,-2.6%,8.2%,11,37.5%,-15.4%,4,-55.6%,-63.6%,4,-50%,0%,61,39,36,99.9%,-1%,-1.4%
"San Jose, CA - King & Story",February 2015,$455K,-1.1%,3.4%,10,-9.1%,25%,4,0%,-42.9%,2,-50%,-50%,76,15,58,100.1%,0.2%,-2.8%
"San Jose, CA - King & Story",March 2015,$450K,-1.1%,4.7%,6,-40%,50%,5,25%,-44.4%,4,100%,-33.3%,122,46,103,100.1%,0%,-4.3%
"San Jose, CA - King & Story",April 2015,$480K,6.7%,33%,3,-50%,50%,9,80%,-10%,8,100%,0%,59,-63,-1,104.1%,4%,17.9%
"San Jose, CA - King & Story",May 2015,$505K,5.2%,24.7%,2,-33.3%,-60%,14,55.6%,27.3%,10,25%,66.7%,37,-22,-12,102.1%,-2%,6%
"San Jose, CA - King & Story",June 2015,$490K,-3%,21%,5,150%,-28.6%,13,-7.1%,30%,4,-60%,-50%,34,-3,5,104.7%,2.6%,6.8%
"San Jose, CA - King & Story",July 2015,$490K,0%,15.3%,9,80%,50%,12,-7.7%,9.1%,4,0%,-66.7%,15,-19,-1,103.9%,-0.8%,1.5%
"San Jose, CA - King & Story",August 2015,$510K,4.1%,12.2%,11,22.2%,37.5%,11,-8.3%,-26.7%,7,75%,-50%,19,4,-2,104.6%,0.7%,3.8%
"San Jose, CA - King & Story",September 2015,$510K,0%,12.7%,12,9.1%,50%,15,36.4%,15.4%,8,14.3%,-38.5%,22,3,-11,104.1%,-0.5%,5.1%
"San Jose, CA - King & Story",October 2015,$510K,0%,11.6%,9,-25%,12.5%,16,6.7%,23.1%,10,25%,-16.7%,19,-3,-14,105.7%,1.6%,6.8%
"San Jose, CA - King & Story",November 2015,$503K,-1.5%,8.7%,6,-33.3%,0%,18,12.5%,125%,11,10%,10%,18,-1,-15,106%,0.2%,6.4%
"San Jose, CA - King & Story",December 2015,$513K,2%,8.5%,12,100%,50%,14,-22.2%,55.6%,5,-54.5%,-37.5%,47,29,24,101.5%,-4.4%,0.6%
"San Jose, CA - King & Story",January 2016,$530K,3.4%,15.2%,15,25%,36.4%,10,-28.6%,150%,4,-20%,0%,45,-2,-16,100.5%,-1%,0.6%
"San Jose, CA - King & Story",February 2016,$533K,0.5%,17%,18,20%,80%,5,-50%,25%,2,-50%,0%,47,2,-29,100.7%,0.2%,0.6%
"San Jose, CA - King & Story",March 2016,$541K,1.6%,20.2%,11,-38.9%,83.3%,8,60%,60%,6,200%,50%,15,-32,-107,102.3%,1.6%,2.2%
"San Jose, CA - King & Story",April 2016,$540K,-0.2%,12.5%,8,-27.3%,166.7%,13,62.5%,44.4%,9,50%,12.5%,52,37,-7,103.4%,1.2%,-0.7%
"San Jose, CA - King & Story",May 2016,$536K,-0.8%,6%,8,0%,300%,15,15.4%,7.1%,4,-55.6%,-60%,44,-8,7,103.7%,0.2%,1.6%
"San Jose, CA - King & Story",June 2016,$550K,2.7%,12.2%,13,62.5%,160%,15,0%,15.4%,5,25%,25%,32,-12,-2,102.3%,-1.4%,-2.5%
"San Jose, CA - King & Story",July 2016,$555K,0.9%,13.3%,14,7.7%,55.6%,15,0%,25%,9,80%,125%,19,-14,4,102.3%,0.1%,-1.6%
"San Jose, CA - King & Story",August 2016,$560K,0.9%,9.8%,14,0%,27.3%,16,6.7%,45.5%,9,0%,28.6%,19,0,-1,102.6%,0.3%,-2%
"San Jose, CA - King & Story",September 2016,$560K,0%,9.8%,14,0%,16.7%,14,-12.5%,-6.7%,5,-44.4%,-37.5%,21,3,-1,102.8%,0.2%,-1.3%
"San Jose, CA - King & Story",October 2016,$565K,0.9%,10.8%,12,-14.3%,33.3%,11,-21.4%,-31.3%,8,60%,-20%,34,13,15,102.1%,-0.7%,-3.6%
"San Jose, CA - King & Story",November 2016,$590K,4.4%,17.4%,12,0%,100%,9,-18.2%,-50%,8,0%,-27.3%,42,9,24,102.2%,0.1%,-3.8%
"San Jose, CA - King & Story",December 2016,$615K,4.2%,20%,7,-41.7%,-41.7%,11,22.2%,-21.4%,7,-12.5%,40%,49,7,3,102.8%,0.6%,1.3%
"San Jose, CA - Kooser",January 2012,$490K,-5.8%,-11.7%,9,28.6%,200%,11,10%,37.5%,8,-27.3%,-27.3%,29,2,-58,99.8%,0.9%,0.1%
"San Jose, CA - Kooser",February 2012,$490K,0%,-9.3%,9,0%,200%,8,-27.3%,-27.3%,4,-50%,-60%,27,-2,-66,99.3%,-0.5%,5.9%
"San Jose, CA - Kooser",March 2012,$503K,2.6%,-7.4%,10,11.1%,25%,11,37.5%,-21.4%,5,25%,-54.5%,42,15,-5,99.1%,-0.2%,1.1%
"San Jose, CA - Kooser",April 2012,$523K,4%,-3.7%,12,20%,20%,9,-18.2%,-18.2%,3,-40%,-72.7%,20,-22,-32,99.5%,0.4%,1.5%
"San Jose, CA - Kooser",May 2012,$523K,0%,-3.7%,12,0%,20%,13,44.4%,30%,4,33.3%,-60%,16,-4,-15,99.2%,-0.3%,-1.5%
"San Jose, CA - Kooser",June 2012,$560K,7.2%,8.7%,11,-8.3%,57.1%,13,0%,44.4%,5,25%,-54.5%,14,-2,-27,100.8%,1.6%,0.6%
"San Jose, CA - Kooser",July 2012,$580K,3.6%,10.3%,12,9.1%,100%,14,7.7%,27.3%,3,-40%,-76.9%,10,-5,-21,102%,1.2%,1.2%
"San Jose, CA - Kooser",August 2012,$575K,-0.9%,17.8%,14,16.7%,250%,17,21.4%,88.9%,4,33.3%,-50%,10,1,-34,102.4%,0.4%,4.4%
"San Jose, CA - Kooser",September 2012,$550K,-4.3%,18.9%,17,21.4%,183.3%,15,-11.8%,36.4%,4,0%,-66.7%,10,0,-32,102.6%,0.2%,4.1%
"San Jose, CA - Kooser",October 2012,$559K,1.5%,20.1%,14,-17.6%,100%,13,-13.3%,30%,2,-50%,-81.8%,11,1,-42,103.2%,0.5%,5.5%
"San Jose, CA - Kooser",November 2012,$559K,0%,4.3%,14,0%,75%,10,-23.1%,-16.7%,3,50%,-76.9%,17,6,-27,103%,-0.1%,4.1%
"San Jose, CA - Kooser",December 2012,$630K,12.8%,21.2%,11,-21.4%,57.1%,9,-10%,-10%,4,33.3%,-63.6%,17,0,-10,103.3%,0.3%,4.4%
"San Jose, CA - Kooser",January 2013,$630K,0%,28.6%,9,-18.2%,0%,10,11.1%,-9.1%,5,25%,-37.5%,10,-7,-19,104.6%,1.3%,4.8%
"San Jose, CA - Kooser",February 2013,$743K,17.9%,51.6%,7,-22.2%,-22.2%,12,20%,50%,3,-40%,-25%,8,-2,-19,106.4%,1.7%,7.1%
"San Jose, CA - Kooser",March 2013,$680K,-8.5%,35.3%,11,57.1%,10%,12,0%,9.1%,6,100%,20%,10,2,-32,104.9%,-1.4%,5.8%
"San Jose, CA - Kooser",April 2013,$656K,-3.5%,25.6%,10,-9.1%,-16.7%,17,41.7%,88.9%,8,33.3%,166.7%,12,2,-8,103.1%,-1.9%,3.5%
"San Jose, CA - Kooser",May 2013,$695K,5.9%,33%,15,50%,25%,17,0%,30.8%,4,-50%,0%,17,5,1,105.3%,2.2%,6%
"San Jose, CA - Kooser",June 2013,$700K,0.7%,25%,15,0%,36.4%,18,5.9%,38.5%,5,25%,0%,11,-6,-3,106.8%,1.5%,5.9%
"San Jose, CA - Kooser",July 2013,$710K,1.4%,22.4%,18,20%,50%,15,-16.7%,7.1%,5,0%,66.7%,10,-1,1,107%,0.3%,5%
"San Jose, CA - Kooser",August 2013,$710K,0%,23.5%,15,-16.7%,7.1%,12,-20%,-29.4%,4,-20%,0%,9,-1,-1,106%,-1%,3.7%
"San Jose, CA - Kooser",September 2013,$721K,1.5%,31.1%,10,-33.3%,-41.2%,8,-33.3%,-46.7%,,,,10,1,0,104.5%,-1.6%,1.9%
"San Jose, CA - Kooser",October 2013,$730K,1.2%,30.7%,9,-10%,-35.7%,8,0%,-38.5%,3,,50%,12,2,1,103.4%,-1.1%,0.2%
"San Jose, CA - Kooser",November 2013,$738K,1%,32.1%,8,-11.1%,-42.9%,6,-25%,-40%,1,-66.7%,-66.7%,15,3,-2,103.1%,-0.3%,0.1%
"San Jose, CA - Kooser",December 2013,$745K,1%,18.3%,8,0%,-27.3%,6,0%,-33.3%,2,100%,-50%,18,3,1,103.5%,0.4%,0.2%
"San Jose, CA - Kooser",January 2014,$740K,-0.7%,17.5%,5,-37.5%,-44.4%,3,-50%,-70%,1,-50%,-80%,22,5,12,104%,0.5%,-0.6%
"San Jose, CA - Kooser",February 2014,$715K,-3.4%,-3.8%,3,-40%,-57.1%,4,33.3%,-66.7%,1,0%,-66.7%,14,-8,6,103.8%,-0.2%,-2.5%
"San Jose, CA - Kooser",March 2014,$715K,0%,5.1%,3,0%,-72.7%,6,50%,-50%,2,100%,-66.7%,14,0,4,101.7%,-2.1%,-3.2%
"San Jose, CA - Kooser",April 2014,$722K,1%,10.1%,8,166.7%,-20%,8,33.3%,-52.9%,1,-50%,-87.5%,10,-4,-2,101.4%,-0.3%,-1.6%
"San Jose, CA - Kooser",May 2014,$752K,4.1%,8.2%,9,12.5%,-40%,8,0%,-52.9%,2,100%,-50%,8,-2,-9,101.7%,0.3%,-3.6%
"San Jose, CA - Kooser",June 2014,$765K,1.7%,9.2%,8,-11.1%,-46.7%,7,-12.5%,-61.1%,1,-50%,-80%,10,2,-1,101.8%,0.1%,-4.9%
"San Jose, CA - Kooser",July 2014,$784K,2.5%,10.4%,7,-12.5%,-61.1%,7,0%,-53.3%,2,100%,-60%,13,3,3,103%,1.1%,-4.1%
"San Jose, CA - Kooser",August 2014,$760K,-3%,7%,6,-14.3%,-60%,9,28.6%,-25%,3,50%,-25%,15,2,6,102.1%,-0.9%,-4%
"San Jose, CA - Kooser",September 2014,$767K,0.9%,6.4%,9,50%,-10%,10,11.1%,25%,5,66.7%,,16,2,6,102%,0%,-2.5%
"San Jose, CA - Kooser",October 2014,$767K,0%,5.1%,7,-22.2%,-22.2%,8,-20%,0%,1,-80%,-66.7%,26,10,14,103%,1%,-0.4%
"San Jose, CA - Kooser",November 2014,$793K,3.3%,7.5%,8,14.3%,0%,8,0%,33.3%,2,100%,100%,19,-7,4,103.8%,0.8%,0.7%
"San Jose, CA - Kooser",December 2014,$820K,3.5%,10.1%,8,0%,0%,6,-25%,0%,,,,13,-6,-5,107%,3.2%,3.5%
"San Jose, CA - Kooser",January 2015,$800K,-2.4%,8.1%,7,-12.5%,40%,8,33.3%,166.7%,1,,0%,13,0,-9,105.8%,-1.2%,1.8%
"San Jose, CA - Kooser",February 2015,$798K,-0.3%,11.5%,7,0%,133.3%,5,-37.5%,25%,,,,11,-2,-3,105.4%,-0.4%,1.6%
"San Jose, CA - Kooser",March 2015,$778K,-2.5%,8.7%,4,-42.9%,33.3%,7,40%,16.7%,,,,8,-3,-6,106%,0.6%,4.3%
"San Jose, CA - Kooser",April 2015,$806K,3.7%,11.6%,7,75%,-12.5%,6,-14.3%,-25%,,,,8,0,-2,107.6%,1.6%,6.2%
"San Jose, CA - Kooser",May 2015,$908K,12.7%,20.7%,8,14.3%,-11.1%,13,116.7%,62.5%,5,,150%,8,-1,-1,108.8%,1.2%,7.1%
"San Jose, CA - Kooser",June 2015,$890K,-2%,16.4%,11,37.5%,37.5%,16,23.1%,128.6%,2,-60%,100%,9,2,-1,107.3%,-1.5%,5.5%
"San Jose, CA - Kooser",July 2015,$929K,4.3%,18.5%,16,45.5%,128.6%,18,12.5%,157.1%,4,100%,100%,9,0,-4,108.3%,1%,5.4%
"San Jose, CA - Kooser",August 2015,$890K,-4.1%,17.1%,15,-6.3%,150%,13,-27.8%,44.4%,3,-25%,0%,10,1,-5,107.9%,-0.4%,5.9%
"San Jose, CA - Kooser",September 2015,$918K,3.1%,19.6%,12,-20%,33.3%,11,-15.4%,10%,5,66.7%,0%,9,-1,-7,107.7%,-0.2%,5.7%
"San Jose, CA - Kooser",October 2015,$900K,-1.9%,17.3%,7,-41.7%,0%,11,0%,37.5%,7,40%,600%,11,2,-15,105.9%,-1.9%,2.9%
"San Jose, CA - Kooser",November 2015,$910K,1.1%,14.8%,7,0%,-12.5%,9,-18.2%,12.5%,2,-71.4%,0%,19,8,0,104.3%,-1.5%,0.5%
"San Jose, CA - Kooser",December 2015,$905K,-0.5%,10.4%,12,71.4%,50%,5,-44.4%,-16.7%,1,-50%,,29,10,16,104.5%,0.1%,-2.6%
"San Jose, CA - Kooser",January 2016,$901K,-0.4%,12.6%,8,-33.3%,14.3%,2,-60%,-75%,,,,34,6,21,103%,-1.4%,-2.7%
"San Jose, CA - Kooser",February 2016,$882K,-2.1%,10.6%,7,-12.5%,0%,2,0%,-60%,1,,,25,-9,14,105.1%,2.1%,-0.3%
"San Jose, CA - Kooser",March 2016,$862K,-2.3%,10.9%,1,-85.7%,-75%,7,250%,0%,3,200%,,4,-21,-4,108.4%,3.3%,2.4%
"San Jose, CA - Kooser",April 2016,$905K,5%,12.3%,4,300%,-42.9%,8,14.3%,33.3%,1,-66.7%,,8,4,-1,107.7%,-0.8%,0.1%
"San Jose, CA - Kooser",May 2016,$920K,1.7%,1.3%,6,50%,-25%,13,62.5%,0%,1,0%,-80%,9,1,1,110.8%,3.1%,1.9%
"San Jose, CA - Kooser",June 2016,$923K,0.3%,3.7%,12,100%,9.1%,11,-15.4%,-31.3%,3,200%,50%,11,3,2,107.8%,-2.9%,0.5%
"San Jose, CA - Kooser",July 2016,$905K,-1.9%,-2.5%,9,-25%,-43.8%,16,45.5%,-11.1%,8,166.7%,100%,13,2,4,107.9%,0.1%,-0.4%
"San Jose, CA - Kooser",August 2016,$855K,-5.5%,-3.9%,12,33.3%,-20%,14,-12.5%,7.7%,5,-37.5%,66.7%,15,2,6,102.7%,-5.2%,-5.2%
"San Jose, CA - Kooser",September 2016,$835K,-2.3%,-9%,11,-8.3%,-8.3%,14,0%,27.3%,5,0%,0%,26,11,17,101.4%,-1.3%,-6.3%
"San Jose, CA - Kooser",October 2016,$837K,0.2%,-7%,14,27.3%,100%,11,-21.4%,0%,3,-40%,-57.1%,28,2,17,101.1%,-0.3%,-4.8%
"San Jose, CA - Kooser",November 2016,$938K,12%,3%,12,-14.3%,71.4%,9,-18.2%,0%,2,-33.3%,0%,20,-8,1,102%,0.9%,-2.3%
"San Jose, CA - Kooser",December 2016,"$1,003K",7%,10.8%,13,8.3%,8.3%,6,-33.3%,20%,,,,13,-8,-16,104.1%,2.1%,-0.3%
"San Jose, CA - Lanai-Cunningham",January 2012,$281K,-6.3%,0%,6,-14.3%,-14.3%,10,25%,25%,9,50%,-18.2%,156,121,118,97.9%,0.2%,-6.2%
"San Jose, CA - Lanai-Cunningham",February 2012,$297K,5.7%,-1.7%,5,-16.7%,-28.6%,7,-30%,0%,6,-33.3%,-33.3%,16,-140,-46,101%,3.1%,-1.2%
"San Jose, CA - Lanai-Cunningham",March 2012,$265K,-10.8%,-10.8%,3,-40%,-40%,10,42.9%,100%,5,-16.7%,-50%,35,19,-69,98.8%,-2.2%,0.5%
"San Jose, CA - Lanai-Cunningham",April 2012,$284K,7.2%,-11.5%,6,100%,50%,8,-20%,33.3%,4,-20%,-50%,11,-24,-115,101%,2.2%,1%
"San Jose, CA - Lanai-Cunningham",May 2012,$310K,9.2%,0%,9,50%,28.6%,11,37.5%,57.1%,3,-25%,-25%,15,4,-89,102.5%,1.5%,6.1%
"San Jose, CA - Lanai-Cunningham",June 2012,$310K,0%,4.9%,11,22.2%,57.1%,6,-45.5%,-25%,,,,15,0,5,102.6%,0.1%,2.2%
