Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Crossgate",July 2012,$800K,,,1,,,1,,,,,,21,,,97%,,
"San Jose, CA - Crossgate",August 2012,$800K,0%,,1,0%,,,,,,,,21,0,,97%,0%,
"San Jose, CA - Crossgate",September 2012,$800K,0%,,1,0%,,,,,,,,21,0,,97%,0%,
"San Jose, CA - Crossgate",November 2013,$953K,,,1,,,1,,,,,,24,,,100.3%,,
"San Jose, CA - Crossgate",December 2013,$953K,0%,,1,0%,,,,,,,,24,0,,100.3%,0%,
"San Jose, CA - Crossgate",January 2014,$953K,0%,,1,0%,,,,,,,,24,0,,100.3%,0%,
"San Jose, CA - Crossgate",April 2014,"$1,030K",,,1,,,1,,,,,,32,,,104.2%,,
"San Jose, CA - Crossgate",May 2014,"$1,030K",0%,,1,0%,,,,,,,,32,0,,104.2%,0%,
"San Jose, CA - Crossgate",June 2014,"$1,030K",0%,,1,0%,,,,,,,,32,0,,104.2%,0%,
"San Jose, CA - Crossgate",March 2016,"$1,300K",,,1,,,,,,,,,37,,,100.9%,,
"San Jose, CA - Crossgate",April 2016,"$1,300K",0%,,1,0%,,,,,,,,37,0,,100.9%,0%,
"San Jose, CA - Crossgate",May 2016,"$1,300K",0%,,1,0%,,,,,,,,37,0,,100.9%,0%,
"San Jose, CA - Cypress-Jurdo",February 2014,$872K,,,1,,,1,,,1,,,10,,,109.1%,,
"San Jose, CA - Cypress-Jurdo",March 2014,$872K,0%,,1,0%,,1,0%,,1,0%,,10,0,,109.1%,0%,
"San Jose, CA - Cypress-Jurdo",April 2014,$810K,-7.1%,,2,100%,,1,0%,,,,,110,100,,105.8%,-3.3%,
"San Jose, CA - Cypress-Jurdo",May 2014,$748K,-7.7%,,1,-50%,,,,,,,,209,100,,102.5%,-3.3%,
"San Jose, CA - Cypress-Jurdo",June 2014,$748K,0%,,1,0%,,,,,,,,209,0,,102.5%,0%,
"San Jose, CA - Cypress-Jurdo",November 2014,$741K,,,1,,,1,,,,,,49,,,97.6%,,
"San Jose, CA - Cypress-Jurdo",December 2014,$741K,0%,,1,0%,,1,0%,,,,,49,0,,97.6%,0%,
"San Jose, CA - Cypress-Jurdo",January 2015,$741K,0%,,1,0%,,,,,,,,49,0,,97.6%,0%,
"San Jose, CA - Cypress-Jurdo",October 2016,"$1,002K",,,2,,,1,,,,,,62,,,97.8%,,
"San Jose, CA - Cypress-Jurdo",November 2016,"$1,002K",0%,,2,0%,,1,0%,,,,,62,0,,97.8%,0%,
"San Jose, CA - Cypress-Jurdo",December 2016,"$1,002K",0%,,2,0%,,1,0%,,,,,62,0,,97.8%,0%,
"San Jose, CA - Downtown San Jose",January 2012,$413K,8.6%,35.2%,6,20%,-45.5%,10,0%,-37.5%,11,-8.3%,-47.6%,128,-21,77,99.9%,-7.5%,5.2%
"San Jose, CA - Downtown San Jose",February 2012,$445K,7.9%,21.9%,7,16.7%,-53.3%,6,-40%,-60%,10,-9.1%,-41.2%,107,-21,81,98.5%,-1.4%,-2.9%
"San Jose, CA - Downtown San Jose",March 2012,$505K,13.5%,40.3%,4,-42.9%,-73.3%,8,33.3%,-42.9%,9,-10%,-35.7%,38,-69,-18,104.4%,5.9%,3.3%
"San Jose, CA - Downtown San Jose",April 2012,$385K,-23.8%,7.2%,5,25%,-68.8%,9,12.5%,-35.7%,7,-22.2%,-58.8%,33,-5,-43,100.7%,-3.7%,-0.6%
"San Jose, CA - Downtown San Jose",May 2012,$385K,0%,4.8%,7,40%,-41.7%,14,55.6%,16.7%,7,0%,-30%,16,-17,-54,100.5%,-0.2%,4%
"San Jose, CA - Downtown San Jose",June 2012,$410K,6.5%,5.8%,11,57.1%,-8.3%,12,-14.3%,20%,5,-28.6%,-37.5%,11,-6,-63,97.7%,-2.7%,0.5%
"San Jose, CA - Downtown San Jose",July 2012,$493K,20.1%,23.1%,12,9.1%,9.1%,10,-16.7%,0%,4,-20%,-60%,12,1,-48,99%,1.2%,1.5%
"San Jose, CA - Downtown San Jose",August 2012,$532K,8%,62.4%,10,-16.7%,42.9%,6,-40%,-40%,5,25%,-54.5%,14,3,-45,99.8%,0.8%,2.7%
"San Jose, CA - Downtown San Jose",September 2012,$473K,-11.1%,46%,6,-40%,100%,7,16.7%,-46.2%,6,20%,-45.5%,19,5,-15,98.3%,-1.5%,0.3%
"San Jose, CA - Downtown San Jose",October 2012,$473K,0%,31.7%,4,-33.3%,100%,10,42.9%,-9.1%,7,16.7%,-46.2%,9,-10,-1,101.4%,3.1%,-10%
"San Jose, CA - Downtown San Jose",November 2012,$517K,9.3%,32.2%,6,50%,500%,10,0%,-23.1%,4,-42.9%,-73.3%,10,1,-1,101%,-0.5%,-32.8%
"San Jose, CA - Downtown San Jose",December 2012,$566K,9.5%,48.9%,9,50%,80%,9,-10%,-10%,1,-75%,-91.7%,11,1,-138,100.8%,-0.1%,-6.6%
"San Jose, CA - Downtown San Jose",January 2013,$700K,23.7%,69.7%,7,-22.2%,16.7%,6,-33.3%,-40%,3,200%,-72.7%,15,4,-113,99.6%,-1.2%,-0.3%
"San Jose, CA - Downtown San Jose",February 2013,$566K,-19.1%,27.2%,7,0%,0%,8,33.3%,33.3%,2,-33.3%,-80%,15,0,-92,105.4%,5.8%,6.9%
"San Jose, CA - Downtown San Jose",March 2013,$475K,-16.1%,-5.9%,5,-28.6%,25%,12,50%,50%,4,100%,-55.6%,11,-4,-27,110.2%,4.8%,5.8%
"San Jose, CA - Downtown San Jose",April 2013,$600K,26.3%,55.8%,7,40%,40%,19,58.3%,111.1%,11,175%,57.1%,15,4,-18,107.7%,-2.5%,7%
"San Jose, CA - Downtown San Jose",May 2013,$535K,-10.8%,39%,7,0%,0%,19,0%,35.7%,9,-18.2%,28.6%,25,10,9,100.8%,-6.8%,0.4%
"San Jose, CA - Downtown San Jose",June 2013,$585K,9.3%,42.7%,8,14.3%,-27.3%,19,0%,58.3%,13,44.4%,160%,34,10,24,98.5%,-2.4%,0.7%
"San Jose, CA - Downtown San Jose",July 2013,$535K,-8.5%,8.6%,7,-12.5%,-41.7%,17,-10.5%,70%,15,15.4%,275%,49,15,38,96.7%,-1.8%,-2.3%
"San Jose, CA - Downtown San Jose",August 2013,$555K,3.7%,4.3%,9,28.6%,-10%,21,23.5%,250%,13,-13.3%,160%,21,-28,7,101.7%,5%,1.9%
"San Jose, CA - Downtown San Jose",September 2013,$553K,-0.4%,16.9%,13,44.4%,116.7%,20,-4.8%,185.7%,13,0%,116.7%,12,-9,-7,108.7%,7%,10.4%
"San Jose, CA - Downtown San Jose",October 2013,$531K,-3.9%,12.3%,14,7.7%,250%,15,-25%,50%,12,-7.7%,71.4%,11,-1,2,108.7%,0%,7.2%
"San Jose, CA - Downtown San Jose",November 2013,$528K,-0.7%,2%,11,-21.4%,83.3%,7,-53.3%,-30%,7,-41.7%,75%,12,1,2,107.4%,-1.2%,6.5%
"San Jose, CA - Downtown San Jose",December 2013,$500K,-5.2%,-11.7%,9,-18.2%,0%,4,-42.9%,-55.6%,5,-28.6%,400%,96,84,85,96.6%,-10.8%,-4.2%
"San Jose, CA - Downtown San Jose",January 2014,$535K,7%,-23.6%,10,11.1%,42.9%,8,100%,33.3%,10,100%,233.3%,107,11,92,97.9%,1.3%,-1.7%
"San Jose, CA - Downtown San Jose",February 2014,$583K,9%,3%,10,0%,42.9%,12,50%,50%,12,20%,500%,101,-6,86,99.3%,1.4%,-6.1%
"San Jose, CA - Downtown San Jose",March 2014,$526K,-9.8%,10.7%,5,-50%,0%,13,8.3%,8.3%,8,-33.3%,100%,71,-31,60,102.5%,3.2%,-7.7%
"San Jose, CA - Downtown San Jose",April 2014,$683K,29.8%,13.8%,6,20%,-14.3%,9,-30.8%,-52.6%,9,12.5%,-18.2%,17,-54,2,102.4%,0%,-5.2%
"San Jose, CA - Downtown San Jose",May 2014,$650K,-4.8%,21.5%,9,50%,28.6%,9,0%,-52.6%,10,11.1%,11.1%,13,-4,-12,101.2%,-1.2%,0.4%
"San Jose, CA - Downtown San Jose",June 2014,$600K,-7.7%,2.6%,10,11.1%,25%,11,22.2%,-42.1%,10,0%,-23.1%,15,2,-19,100.7%,-0.5%,2.2%
"San Jose, CA - Downtown San Jose",July 2014,$615K,2.5%,15%,10,0%,42.9%,17,54.5%,0%,15,50%,0%,17,2,-32,99.9%,-0.8%,3.3%
"San Jose, CA - Downtown San Jose",August 2014,$623K,1.2%,12.2%,6,-40%,-33.3%,18,5.9%,-14.3%,18,20%,38.5%,20,3,-2,100.7%,0.8%,-1%
"San Jose, CA - Downtown San Jose",September 2014,$675K,8.4%,22.1%,9,50%,-30.8%,15,-16.7%,-25%,14,-22.2%,7.7%,20,1,8,101%,0.4%,-7.6%
"San Jose, CA - Downtown San Jose",October 2014,$730K,8.1%,37.4%,7,-22.2%,-50%,10,-33.3%,-33.3%,12,-14.3%,0%,20,0,9,101.9%,0.8%,-6.8%
"San Jose, CA - Downtown San Jose",November 2014,$730K,0%,38.4%,7,0%,-36.4%,7,-30%,0%,11,-8.3%,57.1%,34,14,22,99.8%,-2%,-7.6%
"San Jose, CA - Downtown San Jose",December 2014,$730K,0%,46%,7,0%,-22.2%,7,0%,75%,7,-36.4%,40%,73,39,-23,99.6%,-0.2%,3%
"San Jose, CA - Downtown San Jose",January 2015,$700K,-4.1%,30.8%,7,0%,-30%,6,-14.3%,-25%,7,0%,-30%,91,18,-16,96%,-3.6%,-1.9%
"San Jose, CA - Downtown San Jose",February 2015,$655K,-6.4%,12.3%,10,42.9%,0%,8,33.3%,-33.3%,9,28.6%,-25%,75,-17,-27,96.8%,0.7%,-2.5%
"San Jose, CA - Downtown San Jose",March 2015,$585K,-10.7%,11.2%,9,-10%,80%,8,0%,-38.5%,9,0%,12.5%,58,-17,-13,101%,4.2%,-1.5%
"San Jose, CA - Downtown San Jose",April 2015,$646K,10.3%,-5.4%,8,-11.1%,33.3%,12,50%,33.3%,9,0%,0%,46,-13,29,106.7%,5.7%,4.3%
"San Jose, CA - Downtown San Jose",May 2015,$825K,27.8%,26.9%,8,0%,-11.1%,14,16.7%,55.6%,10,11.1%,0%,45,-1,32,105.7%,-1%,4.5%
"San Jose, CA - Downtown San Jose",June 2015,$750K,-9.1%,25%,11,37.5%,10%,19,35.7%,72.7%,10,0%,0%,25,-20,10,100.3%,-5.4%,-0.4%
"San Jose, CA - Downtown San Jose",July 2015,$710K,-5.3%,15.4%,15,36.4%,50%,17,-10.5%,0%,7,-30%,-53.3%,25,0,8,98.7%,-1.6%,-1.2%
"San Jose, CA - Downtown San Jose",August 2015,$676K,-4.9%,8.5%,14,-6.7%,133.3%,17,0%,-5.6%,9,28.6%,-50%,26,1,7,97.4%,-1.3%,-3.3%
"San Jose, CA - Downtown San Jose",September 2015,$665K,-1.6%,-1.6%,8,-42.9%,-11.1%,15,-11.8%,0%,7,-22.2%,-50%,29,3,9,95%,-2.4%,-6.1%
"San Jose, CA - Downtown San Jose",October 2015,$713K,7.2%,-2.4%,7,-12.5%,0%,12,-20%,20%,7,0%,-41.7%,26,-3,6,96.3%,1.3%,-5.6%
"San Jose, CA - Downtown San Jose",November 2015,$713K,0%,-2.4%,9,28.6%,28.6%,8,-33.3%,14.3%,6,-14.3%,-45.5%,28,2,-6,101.1%,4.9%,1.3%
"San Jose, CA - Downtown San Jose",December 2015,$713K,0%,-2.4%,9,0%,28.6%,3,-62.5%,-57.1%,6,0%,-14.3%,28,0,-45,101.1%,0%,1.5%
"San Jose, CA - Downtown San Jose",January 2016,$728K,2.1%,3.9%,6,-33.3%,-14.3%,5,66.7%,-16.7%,6,0%,-14.3%,42,14,-49,100.2%,-0.9%,4.2%
"San Jose, CA - Downtown San Jose",February 2016,$670K,-7.9%,2.3%,2,-66.7%,-80%,7,40%,-12.5%,7,16.7%,-22.2%,57,15,-18,95.5%,-4.8%,-1.3%
"San Jose, CA - Downtown San Jose",March 2016,$700K,4.5%,19.7%,6,200%,-33.3%,9,28.6%,12.5%,4,-42.9%,-55.6%,28,-29,-30,102%,6.5%,1%
"San Jose, CA - Downtown San Jose",April 2016,$688K,-1.8%,6.5%,6,0%,-25%,7,-22.2%,-41.7%,4,0%,-55.6%,30,2,-16,104.5%,2.5%,-2.2%
"San Jose, CA - Downtown San Jose",May 2016,$745K,8.4%,-9.7%,5,-16.7%,-37.5%,10,42.9%,-28.6%,6,50%,-40%,15,-15,-30,107.9%,3.4%,2.2%
"San Jose, CA - Downtown San Jose",June 2016,$880K,18.1%,17.3%,5,0%,-54.5%,12,20%,-36.8%,7,16.7%,-30%,10,-5,-15,108.3%,0.4%,8%
"San Jose, CA - Downtown San Jose",July 2016,$885K,0.6%,24.6%,6,20%,-60%,14,16.7%,-17.6%,6,-14.3%,-14.3%,10,-1,-16,106.1%,-2.1%,7.4%
"San Jose, CA - Downtown San Jose",August 2016,$860K,-2.8%,27.3%,10,66.7%,-28.6%,9,-35.7%,-47.1%,5,-16.7%,-44.4%,12,3,-14,105.5%,-0.6%,8.1%
"San Jose, CA - Downtown San Jose",September 2016,$718K,-16.6%,8%,8,-20%,0%,7,-22.2%,-53.3%,5,0%,-28.6%,27,15,-2,104.9%,-0.6%,10%
"San Jose, CA - Downtown San Jose",October 2016,$780K,8.7%,9.5%,7,-12.5%,0%,8,14.3%,-33.3%,6,20%,-14.3%,26,-1,0,104.1%,-0.9%,7.8%
"San Jose, CA - Downtown San Jose",November 2016,$740K,-5.1%,3.9%,4,-42.9%,-55.6%,8,0%,0%,7,16.7%,16.7%,25,-2,-4,102.8%,-1.2%,1.7%
"San Jose, CA - Downtown San Jose",December 2016,$700K,-5.4%,-1.8%,9,125%,0%,7,-12.5%,133.3%,2,-71.4%,-66.7%,43,19,15,99.6%,-3.3%,-1.6%
"San Jose, CA - East San Jose",January 2012,$350K,5.9%,0.7%,7,16.7%,-41.7%,8,0%,-20%,2,-33.3%,0%,18,-7,-2,100.4%,-0.7%,0.1%
"San Jose, CA - East San Jose",February 2012,$310K,-11.4%,-11.4%,5,-28.6%,-54.5%,4,-50%,-63.6%,1,-50%,-83.3%,4,-14,-17,100.4%,0%,-0.6%
"San Jose, CA - East San Jose",March 2012,$310K,0%,-13.3%,3,-40%,-70%,3,-25%,-75%,1,0%,-80%,2,-2,-19,108.3%,7.9%,8.2%
"San Jose, CA - East San Jose",April 2012,$365K,17.7%,9.6%,5,66.7%,-16.7%,6,100%,-25%,3,200%,-25%,22,20,-104,105%,-3.3%,3.6%
"San Jose, CA - East San Jose",May 2012,$423K,15.8%,30.1%,6,20%,100%,6,0%,0%,1,-66.7%,-83.3%,11,-12,-11,103%,-2%,2.7%
"San Jose, CA - East San Jose",June 2012,$475K,12.2%,44.9%,7,16.7%,75%,8,33.3%,14.3%,1,0%,-83.3%,11,1,-49,104.8%,1.7%,6.6%
"San Jose, CA - East San Jose",July 2012,$551K,16.1%,64.5%,3,-57.1%,-25%,9,12.5%,12.5%,7,600%,40%,10,-1,-6,108.5%,3.8%,7.9%
"San Jose, CA - East San Jose",August 2012,$380K,-31%,18.8%,5,66.7%,-37.5%,9,0%,50%,2,-71.4%,-50%,16,6,-2,107.8%,-0.7%,6.1%
"San Jose, CA - East San Jose",September 2012,$393K,3.3%,20.8%,6,20%,0%,12,33.3%,140%,4,100%,0%,18,2,-2,106%,-1.9%,2.1%
"San Jose, CA - East San Jose",October 2012,$405K,3.2%,30.4%,7,16.7%,16.7%,7,-41.7%,16.7%,5,25%,0%,16,-2,-4,104.4%,-1.5%,0.2%
"San Jose, CA - East San Jose",November 2012,$410K,1.2%,16.8%,5,-28.6%,0%,9,28.6%,-10%,5,0%,25%,26,10,-1,105%,0.6%,-1.4%
"San Jose, CA - East San Jose",December 2012,$330K,-19.5%,-0.2%,5,0%,-16.7%,6,-33.3%,-25%,4,-20%,33.3%,9,-17,-16,100.5%,-4.5%,-0.6%
"San Jose, CA - East San Jose",January 2013,$398K,20.5%,13.6%,6,20%,-14.3%,5,-16.7%,-37.5%,2,-50%,0%,20,11,2,102.8%,2.3%,2.4%
"San Jose, CA - East San Jose",February 2013,$570K,43.4%,83.9%,4,-33.3%,-20%,4,-20%,0%,3,50%,200%,12,-8,8,99.7%,-3.1%,-0.7%
"San Jose, CA - East San Jose",March 2013,$506K,-11.2%,63.2%,5,25%,66.7%,4,0%,33.3%,4,33.3%,300%,123,111,121,100.3%,0.5%,-8.1%
"San Jose, CA - East San Jose",April 2013,$506K,0%,38.6%,3,-40%,-40%,6,50%,0%,5,25%,66.7%,137,14,115,97.3%,-3%,-7.7%
"San Jose, CA - East San Jose",May 2013,$523K,3.4%,23.7%,4,33.3%,-33.3%,5,-16.7%,-16.7%,4,-20%,300%,74,-64,63,100%,2.7%,-3.1%
"San Jose, CA - East San Jose",June 2013,$540K,3.3%,13.8%,1,-75%,-85.7%,3,-40%,-62.5%,4,0%,300%,8,-66,-3,108%,8%,3.2%
"San Jose, CA - East San Jose",July 2013,$540K,0%,-2%,1,0%,-66.7%,3,0%,-66.7%,4,0%,-42.9%,8,0,-2,108%,0%,-0.5%
"San Jose, CA - East San Jose",September 2013,$450K,,14.6%,1,,-83.3%,4,,-66.7%,4,,0%,2,,-16,100%,,-6%
"San Jose, CA - East San Jose",October 2013,$450K,0%,11.1%,1,0%,-85.7%,5,25%,-28.6%,7,75%,40%,2,0,-14,100%,0%,-4.4%
"San Jose, CA - East San Jose",November 2013,$470K,4.4%,14.6%,2,100%,-60%,8,60%,-11.1%,8,14.3%,60%,31,29,5,90.8%,-9.2%,-14.2%
"San Jose, CA - East San Jose",December 2013,$605K,28.7%,83.3%,2,0%,-60%,9,12.5%,50%,6,-25%,50%,37,6,28,92.3%,1.5%,-8.2%
"San Jose, CA - East San Jose",January 2014,$490K,-19%,23.3%,5,150%,-16.7%,9,0%,80%,5,-16.7%,150%,25,-12,5,98.4%,6.1%,-4.4%
"San Jose, CA - East San Jose",February 2014,$703K,43.4%,23.2%,8,60%,100%,9,0%,125%,8,60%,166.7%,16,-10,4,99.7%,1.3%,0%
"San Jose, CA - East San Jose",March 2014,$685K,-2.5%,35.4%,7,-12.5%,40%,11,22.2%,175%,8,0%,100%,17,2,-106,99.2%,-0.5%,-1%
"San Jose, CA - East San Jose",April 2014,$670K,-2.2%,32.4%,6,-14.3%,100%,10,-9.1%,66.7%,6,-25%,20%,15,-2,-122,98.1%,-1.2%,0.8%
"San Jose, CA - East San Jose",May 2014,$563K,-16%,7.6%,4,-33.3%,0%,8,-20%,60%,6,0%,50%,14,-1,-60,102.2%,4.1%,2.2%
"San Jose, CA - East San Jose",June 2014,$550K,-2.2%,1.9%,7,75%,600%,6,-25%,100%,7,16.7%,75%,19,5,11,101.2%,-0.9%,-6.8%
"San Jose, CA - East San Jose",July 2014,$553K,0.5%,2.3%,8,14.3%,700%,7,16.7%,133.3%,6,-14.3%,50%,46,27,38,102.2%,1%,-5.8%
"San Jose, CA - East San Jose",August 2014,$553K,0%,,10,25%,,10,42.9%,,10,66.7%,,50,4,,101.5%,-0.8%,
"San Jose, CA - East San Jose",September 2014,$580K,4.9%,28.8%,8,-20%,700%,11,10%,175%,8,-20%,100%,50,0,48,101.4%,-0.1%,1.4%
"San Jose, CA - East San Jose",October 2014,$599K,3.4%,33.1%,9,12.5%,800%,12,9.1%,140%,7,-12.5%,0%,32,-18,30,100.4%,-0.9%,0.4%
"San Jose, CA - East San Jose",November 2014,$540K,-9.9%,14.8%,9,0%,350%,8,-33.3%,0%,4,-42.9%,-50%,33,1,3,99.7%,-0.7%,8.9%
"San Jose, CA - East San Jose",December 2014,$540K,0%,-10.8%,11,22.2%,450%,5,-37.5%,-44.4%,3,-25%,-50%,30,-3,-7,101.4%,1.7%,9.1%
"San Jose, CA - East San Jose",January 2015,$535K,-0.7%,9.3%,8,-27.3%,60%,1,-80%,-88.9%,2,-33.3%,-60%,27,-3,2,100.8%,-0.6%,2.4%
"San Jose, CA - East San Jose",February 2015,$531K,-0.8%,-24.4%,5,-37.5%,-37.5%,4,300%,-55.6%,6,200%,-25%,24,-3,9,97.2%,-3.6%,-2.5%
"San Jose, CA - East San Jose",March 2015,$583K,9.6%,-15%,4,-20%,-42.9%,7,75%,-36.4%,4,-33.3%,-50%,29,5,12,94.3%,-2.9%,-4.9%
"San Jose, CA - East San Jose",April 2015,$560K,-3.9%,-16.4%,3,-25%,-50%,9,28.6%,-10%,5,25%,-16.7%,28,-1,13,94.4%,0.1%,-3.7%
"San Jose, CA - East San Jose",May 2015,$603K,7.6%,7.1%,6,100%,50%,9,0%,12.5%,6,20%,0%,55,27,41,99.3%,4.9%,-2.8%
"San Jose, CA - East San Jose",June 2015,$600K,-0.4%,9.1%,5,-16.7%,-28.6%,7,-22.2%,16.7%,6,0%,-14.3%,82,27,63,98.3%,-1%,-2.9%
"San Jose, CA - East San Jose",July 2015,$900K,50%,62.9%,7,40%,-12.5%,9,28.6%,28.6%,7,16.7%,16.7%,82,0,36,101.8%,3.5%,-0.4%
"San Jose, CA - East San Jose",August 2015,$938K,4.2%,69.7%,4,-42.9%,-60%,7,-22.2%,-30%,6,-14.3%,-40%,38,-45,-13,106%,4.2%,4.6%
"San Jose, CA - East San Jose",September 2015,$900K,-4%,55.3%,7,75%,-12.5%,7,0%,-36.4%,5,-16.7%,-37.5%,33,-5,-17,107.4%,1.3%,6%
"San Jose, CA - East San Jose",October 2015,$790K,-12.2%,31.9%,5,-28.6%,-44.4%,3,-57.1%,-75%,5,0%,-28.6%,33,0,1,106.1%,-1.3%,5.7%
"San Jose, CA - East San Jose",November 2015,$610K,-22.8%,13.1%,6,20%,-33.3%,3,0%,-62.5%,4,-20%,0%,45,12,12,104.2%,-2%,4.4%
"San Jose, CA - East San Jose",December 2015,$610K,0%,13.1%,2,-66.7%,-81.8%,2,-33.3%,-60%,2,-50%,-33.3%,121,76,91,98.2%,-5.9%,-3.2%
"San Jose, CA - East San Jose",January 2016,$550K,-9.8%,2.7%,4,100%,-50%,5,150%,400%,4,100%,100%,99,-23,72,98%,-0.2%,-2.8%
"San Jose, CA - East San Jose",February 2016,$550K,0%,3.5%,3,-25%,-40%,4,-20%,0%,4,0%,-33.3%,14,-85,-10,97.3%,-0.8%,0.1%
"San Jose, CA - East San Jose",March 2016,$550K,0%,-5.6%,3,0%,-25%,5,25%,-28.6%,4,0%,0%,14,0,-15,97.3%,0%,2.9%
"San Jose, CA - East San Jose",April 2016,"$1,080K",96.4%,92.9%,1,-66.7%,-66.7%,5,0%,-44.4%,5,25%,0%,14,0,-14,96.1%,-1.2%,1.7%
"San Jose, CA - East San Jose",May 2016,$615K,-43.1%,2.1%,1,0%,-83.3%,10,100%,11.1%,7,40%,16.7%,9,-5,-46,110%,13.9%,10.7%
"San Jose, CA - East San Jose",June 2016,$735K,19.5%,22.5%,4,300%,-20%,14,40%,100%,9,28.6%,50%,18,9,-65,101.9%,-8.1%,3.6%
"San Jose, CA - East San Jose",July 2016,$705K,-4.1%,-21.7%,7,75%,0%,14,0%,55.6%,7,-22.2%,0%,31,14,-51,100.7%,-1.2%,-1.1%
"San Jose, CA - East San Jose",August 2016,$668K,-5.3%,-28.8%,14,100%,250%,10,-28.6%,42.9%,3,-57.1%,-50%,54,23,17,98.1%,-2.6%,-8%
"San Jose, CA - East San Jose",September 2016,$654K,-2%,-27.3%,12,-14.3%,71.4%,6,-40%,-14.3%,1,-66.7%,-80%,54,0,21,97%,-1.1%,-10.4%
"San Jose, CA - East San Jose",October 2016,$660K,0.9%,-16.5%,9,-25%,80%,5,-16.7%,66.7%,3,200%,-40%,54,0,21,96.2%,-0.7%,-9.9%
"San Jose, CA - East San Jose",November 2016,$605K,-8.3%,-0.8%,2,-77.8%,-66.7%,5,0%,66.7%,5,66.7%,25%,13,-41,-32,97.3%,1.1%,-6.9%
"San Jose, CA - East San Jose",December 2016,$660K,9.1%,8.2%,1,-50%,-50%,6,20%,200%,7,40%,250%,13,0,-108,106.6%,9.3%,8.4%
"San Jose, CA - Eden",May 2014,$995K,,,1,,,2,,,1,,,12,,,107.6%,,
"San Jose, CA - Eden",June 2014,$995K,0%,,1,0%,,2,0%,,,,,12,0,,107.6%,0%,
"San Jose, CA - Eden",July 2014,"$1,023K",2.8%,,2,100%,,1,-50%,,,,,16,4,,106.5%,-1%,
"San Jose, CA - Eden",August 2014,"$1,050K",2.7%,,1,-50%,,,,,,,,20,4,,105.5%,-1%,
"San Jose, CA - Eden",September 2014,"$1,050K",0%,,1,0%,,,,,,,,20,0,,105.5%,0%,
"San Jose, CA - Eden",April 2015,"$1,048K",,,2,,,2,,,,,,13,,,105.4%,,
"San Jose, CA - Eden",May 2015,"$1,048K",0%,5.3%,2,0%,100%,1,-50%,-50%,,,,13,0,1,105.4%,0%,-2.1%
"San Jose, CA - Eden",June 2015,"$1,048K",0%,5.3%,2,0%,100%,,,,,,,13,0,1,105.4%,0%,-2.1%
"San Jose, CA - Eden",December 2015,"$1,135K",,,1,,,,,,,,,72,,,96.6%,,
"San Jose, CA - Eden",January 2016,"$1,135K",0%,,1,0%,,,,,,,,72,0,,96.6%,0%,
"San Jose, CA - Eden",February 2016,"$1,135K",0%,,1,0%,,,,,,,,72,0,,96.6%,0%,
"San Jose, CA - Eden",June 2016,"$1,000K",,-4.5%,1,,-50%,1,,,,,,79,,66,83.3%,,-22.1%
"San Jose, CA - Eden",July 2016,"$1,000K",0%,,1,0%,,,,,,,,79,0,,83.3%,0%,
"San Jose, CA - Eden",August 2016,"$1,000K",0%,,1,0%,,,,,,,,79,0,,83.3%,0%,
"San Jose, CA - Erikson",June 2012,$621K,,,2,,,2,,,,,,18,,,102%,,
"San Jose, CA - Erikson",July 2012,$621K,0%,,2,0%,,1,-50%,,,,,18,0,,102%,0%,
"San Jose, CA - Erikson",August 2012,$621K,0%,,2,0%,,,,,,,,18,0,,102%,0%,
"San Jose, CA - Evergreen",April 2016,$860K,,,1,,,1,,,,,,6,,,97.5%,,
"San Jose, CA - Evergreen",May 2016,$860K,0%,,1,0%,,1,0%,,,,,6,0,,97.5%,0%,
"San Jose, CA - Evergreen",June 2016,$860K,0%,,1,0%,,,,,,,,6,0,,97.5%,0%,
"San Jose, CA - Evergreen",November 2016,$968K,,,1,,,2,,,1,,,17,,,101.9%,,
"San Jose, CA - Evergreen",December 2016,$968K,0%,,1,0%,,1,-50%,,1,0%,,17,0,,101.9%,0%,
"San Jose, CA - Great Oaks",June 2012,$401K,,-19.9%,1,,0%,2,,100%,2,,0%,6,,-175,114.4%,,11.4%
"San Jose, CA - Great Oaks",July 2012,$534K,33.3%,22%,2,100%,0%,2,0%,0%,1,-50%,,6,-1,-88,112.8%,-1.6%,9.2%
"San Jose, CA - Great Oaks",August 2012,$534K,0%,27.8%,2,0%,0%,2,0%,0%,1,0%,,6,0,-199,112.8%,0%,9.6%
"San Jose, CA - Great Oaks",September 2012,$484K,-9.4%,15.8%,2,0%,0%,1,-50%,0%,,,,129,123,-76,115.9%,3%,12.6%
"San Jose, CA - Great Oaks",October 2012,$300K,-38%,-34.9%,1,-50%,0%,2,100%,100%,1,,,252,124,-151,120.5%,4.6%,18.1%
"San Jose, CA - Great Oaks",November 2012,$353K,17.5%,,2,100%,,2,0%,,1,0%,,128,-125,,110.9%,-9.6%,
"San Jose, CA - Great Oaks",December 2012,$405K,14.9%,,1,-50%,,2,0%,,,,,3,-125,,101.3%,-9.6%,
